Protein IDs	Itaru contami list	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CAPD3_4	Peptides CAPD3_5	Peptides CAPH_1	Peptides CAPH_2	Peptides SCC1_2	Peptides SCC1_3	Peptides SCC1_4	Peptides SMC2_1	Peptides SMC2_4	Peptides SMC5_1	Peptides SMC5_3	Razor + unique peptides CAPD3_4	Razor + unique peptides CAPD3_5	Razor + unique peptides CAPH_1	Razor + unique peptides CAPH_2	Razor + unique peptides SCC1_2	Razor + unique peptides SCC1_3	Razor + unique peptides SCC1_4	Razor + unique peptides SMC2_1	Razor + unique peptides SMC2_4	Razor + unique peptides SMC5_1	Razor + unique peptides SMC5_3	Unique peptides CAPD3_4	Unique peptides CAPD3_5	Unique peptides CAPH_1	Unique peptides CAPH_2	Unique peptides SCC1_2	Unique peptides SCC1_3	Unique peptides SCC1_4	Unique peptides SMC2_1	Unique peptides SMC2_4	Unique peptides SMC5_1	Unique peptides SMC5_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Experiment CAPD3_4	Experiment CAPD3_5	Experiment CAPH_1	Experiment CAPH_2	Experiment SCC1_2	Experiment SCC1_3	Experiment SCC1_4	Experiment SMC2_1	Experiment SMC2_4	Experiment SMC5_1	Experiment SMC5_3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L CAPD3_4	Ratio H/L normalized CAPD3_4	Ratio H/L variability [%] CAPD3_4	Ratio H/L count CAPD3_4	Ratio H/L CAPD3_5	Ratio H/L normalized CAPD3_5	Ratio H/L variability [%] CAPD3_5	Ratio H/L count CAPD3_5	Ratio H/L CAPH_1	Ratio H/L normalized CAPH_1	Ratio H/L variability [%] CAPH_1	Ratio H/L count CAPH_1	Ratio H/L CAPH_2	Ratio H/L normalized CAPH_2	Ratio H/L variability [%] CAPH_2	Ratio H/L count CAPH_2	Ratio H/L SCC1_2	Ratio H/L normalized SCC1_2	Ratio H/L variability [%] SCC1_2	Ratio H/L count SCC1_2	Ratio H/L SCC1_3	Ratio H/L normalized SCC1_3	Ratio H/L variability [%] SCC1_3	Ratio H/L count SCC1_3	Ratio H/L SCC1_4	Ratio H/L normalized SCC1_4	Ratio H/L variability [%] SCC1_4	Ratio H/L count SCC1_4	Ratio H/L SMC2_1	Ratio H/L normalized SMC2_1	Ratio H/L variability [%] SMC2_1	Ratio H/L count SMC2_1	Ratio H/L SMC2_4	Ratio H/L normalized SMC2_4	Ratio H/L variability [%] SMC2_4	Ratio H/L count SMC2_4	Ratio H/L SMC5_1	Ratio H/L normalized SMC5_1	Ratio H/L variability [%] SMC5_1	Ratio H/L count SMC5_1	Ratio H/L SMC5_3	Ratio H/L normalized SMC5_3	Ratio H/L variability [%] SMC5_3	Ratio H/L count SMC5_3	Sequence coverage CAPD3_4 [%]	Sequence coverage CAPD3_5 [%]	Sequence coverage CAPH_1 [%]	Sequence coverage CAPH_2 [%]	Sequence coverage SCC1_2 [%]	Sequence coverage SCC1_3 [%]	Sequence coverage SCC1_4 [%]	Sequence coverage SMC2_1 [%]	Sequence coverage SMC2_4 [%]	Sequence coverage SMC5_1 [%]	Sequence coverage SMC5_3 [%]	Intensity	Intensity L	Intensity H	Intensity CAPD3_4	Intensity L CAPD3_4	Intensity H CAPD3_4	Intensity CAPD3_5	Intensity L CAPD3_5	Intensity H CAPD3_5	Intensity CAPH_1	Intensity L CAPH_1	Intensity H CAPH_1	Intensity CAPH_2	Intensity L CAPH_2	Intensity H CAPH_2	Intensity SCC1_2	Intensity L SCC1_2	Intensity H SCC1_2	Intensity SCC1_3	Intensity L SCC1_3	Intensity H SCC1_3	Intensity SCC1_4	Intensity L SCC1_4	Intensity H SCC1_4	Intensity SMC2_1	Intensity L SMC2_1	Intensity H SMC2_1	Intensity SMC2_4	Intensity L SMC2_4	Intensity H SMC2_4	Intensity SMC5_1	Intensity L SMC5_1	Intensity H SMC5_1	Intensity SMC5_3	Intensity L SMC5_3	Intensity H SMC5_3
Q5ZJM3;F1NWD4		Q5ZJM3;F1NWD4	5;5	5;5	5;5	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	NGLY1	>sp|Q5ZJM3|NGLY1_CHICK Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Gallus gallus GN=NGLY1 PE=2 SV=1;>tr|F1NWD4|F1NWD4_CHICK Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Gallus gallus GN=NGLY1 PE=2 SV=1	2	5	5	5	1	2	1	1	1	0	2	0	3	0	4	1	2	1	1	1	0	2	0	3	0	4	1	2	1	1	1	0	2	0	3	0	4	7.7	7.7	7.7	73.902	651	651;651	1	2	1	2	5		4		3		5	3.33E-17	0.87323	0.99648	36.776	19	NA	NA	NA	1	1.0627	1.0968	29.606	2	NA	NA	NA	1	1.2038	1.1995	2.2943	2	0.54927	0.99648	5.2006	5	NA	NA	NA	0	1.6392	1.9416	100.5	2	NA	NA	NA	0	0.92022	0.73637	16.966	3	NA	NA	NA	0	0.57268	0.93008	28.224	3	1.7	3.1	1.7	1.7	1.4	0	3.1	0	4.8	0	6	3702500000	2021800000	1680700000	242670000	127690000	114980000	932540000	428620000	503920000	27789000	14444000	13345000	52852000	26532000	26320000	24250000	15485000	8765100	0	0	0	418320000	222540000	195780000	0	0	0	1058200000	583130000	475030000	0	0	0	945910000	603400000	342500000
Q5ZJM4		Q5ZJM4	2	2	2		DCTD	>tr|Q5ZJM4|Q5ZJM4_CHICK DCTD RCJMB04_17c11 OS=Gallus gallus GN=DCTD PE=2 SV=1	1	2	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	13.2	13.2	13.2	21.147	190	190			1								1	0.00014773	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	7.9	0	0	0	0	0	0	0	5.3	26290000	8069900	18220000	0	0	0	0	0	0	26290000	8069900	18220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5ZJM9		Q5ZJM9	7	7	5	Small ubiquitin-related modifier 2	SUMO2	>sp|Q5ZJM9|SUMO2_CHICK Small ubiquitin-related modifier 2 OS=Gallus gallus GN=SUMO2 PE=3 SV=1	1	7	7	5	4	4	5	4	2	3	3	7	3	3	4	4	4	5	4	2	3	3	7	3	3	4	3	3	4	3	1	2	2	5	2	2	3	45.3	45.3	33.7	10.871	95	95	19	31	25	29	20	8	12	9	15	12	15	4.39E-235	0.98272	1.1077	50.564	184	0.65047	0.78239	11.956	17	1.0891	1.1295	17.351	28	2.8007	2.4696	13.494	22	1.2056	1.1961	17.754	28	0.44946	0.81621	16.088	19	0.41831	0.74821	11.302	8	0.52919	0.62927	6.6168	11	0.78472	1.075	34.454	9	4.1935	3.3059	11.357	15	0.8805	1.136	20.481	12	0.51297	0.81049	6.3687	15	33.7	33.7	33.7	33.7	23.2	27.4	27.4	45.3	27.4	27.4	33.7	2.52E+11	1.21E+11	1.31E+11	47280000000	27682000000	19599000000	46160000000	21479000000	24681000000	43726000000	11657000000	32069000000	41197000000	18766000000	22431000000	163880000	112950000	50928000	740190000	490280000	249900000	19096000000	11992000000	7103700000	71565000	37975000	33590000	13917000000	2668000000	11250000000	610380000	328080000	282300000	39228000000	25928000000	13299000000
Q5ZJN2;R4GF85;R4GFN6		Q5ZJN2;R4GF85	12;7;1	12;7;1	3;0;0	Ras-related protein Rab-11A	RAB11A	>sp|Q5ZJN2|RB11A_CHICK Ras-related protein Rab-11A OS=Gallus gallus GN=RAB11A PE=2 SV=1;>tr|R4GF85|R4GF85_CHICK Uncharacterized protein (Fragment) OS=Gallus gallus GN=LOC100858328 PE=4 SV=1	3	12	12	3	2	1	4	4	2	5	1	3	4	0	5	2	1	4	4	2	5	1	3	4	0	5	0	0	0	0	0	1	0	1	1	0	1	47.2	47.2	17.6	24.438	216	216;167;158	2	1	5	9	3	6	1	3	5		7	3.16E-59	0.41886	0.50669	59.436	36	0.47518	0.57257	34.077	2	NA	NA	NA	1	0.4033	0.35757	33.657	5	0.38744	0.3776	10.365	7	0.68035	1.1636	16.513	3	0.29347	0.52744	102.9	6	NA	NA	NA	1	0.79937	0.95497	11.439	2	0.74027	0.57053	51.657	3	NA	NA	NA	0	0.3518	0.58569	16.672	6	9.7	5.1	15.3	18.1	10.2	25	5.1	21.3	19	0	24.5	3706600000	2443600000	1263000000	148700000	85877000	62828000	66417000	50043000	16374000	993650000	736610000	257040000	676170000	471710000	204460000	3000500	1711500	1289000	264320000	163240000	101080000	54602000	23116000	31486000	10627000	7090600	3536600	608170000	265460000	342710000	0	0	0	880930000	638740000	242190000
Q5ZJN8		Q5ZJN8	2	2	2	Selenoprotein T	SELT	>sp|Q5ZJN8|SELT_CHICK Selenoprotein T OS=Gallus gallus GN=SELT PE=2 SV=3	1	2	2	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	2	17.1	17.1	17.1	22.336	199	199							1		1		3	4.29E-12	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	0	0	0	0	0	0	6.5	0	6.5	0	17.1	14722000	8268900	6452600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14722000	8268900	6452600
Q5ZJP9;F1NPF6		Q5ZJP9;F1NPF6	14;14	14;14	13;13	Cyclin-L1	CCNL1;CCNL2	>sp|Q5ZJP9|CCNL1_CHICK Cyclin-L1 OS=Gallus gallus GN=CCNL1 PE=2 SV=1;>tr|F1NPF6|F1NPF6_CHICK CCNL2 OS=Gallus gallus GN=CCNL2 PE=2 SV=1	2	14	14	13	4	1	0	1	0	1	3	2	1	0	8	4	1	0	1	0	1	3	2	1	0	8	4	1	0	1	0	1	3	2	1	0	7	31.5	31.5	29.8	59.83	534	534;534	4	2		1		1	6	2	1		14	3.19E-73	0.59938	0.91768	42.593	24	0.74587	0.88554	100.43	2	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	0.84318	0.98099	28.846	4	0.41729	0.50423	25.228	2	NA	NA	NA	0	NA	NA	NA	0	0.50838	0.84452	24.998	13	12.4	2.8	0	3.9	0	2.8	8.2	5.1	3.9	0	20.8	849640000	496630000	353010000	101830000	51527000	50300000	68039000	27858000	40181000	0	0	0	37039000	19767000	17273000	0	0	0	3412300	1673200	1739000	163290000	87640000	75649000	1537000	1130700	406330	0	0	0	0	0	0	474500000	307040000	167460000
Q5ZJQ2;R4GIK6		Q5ZJQ2	23;6	23;6	23;6	Phenylalanine--tRNA ligase alpha subunit	FARSA	>sp|Q5ZJQ2|SYFA_CHICK Phenylalanine--tRNA ligase alpha subunit OS=Gallus gallus GN=FARSA PE=1 SV=1	2	23	23	23	7	6	13	15	2	9	8	7	9	4	13	7	6	13	15	2	9	8	7	9	4	13	7	6	13	15	2	9	8	7	9	4	13	56.7	56.7	56.7	49.55	443	443;198	12	9	30	46	2	16	13	11	16	6	21	0	1.0916	1.109	59.864	156	0.7693	0.93228	28.249	9	0.6192	0.66163	19.095	8	1.3975	1.2561	18.6	25	1.1372	1.1142	19.228	40	2.1795	3.7519	37.328	2	2.9042	4.8683	23.194	16	1.7179	2.0579	25.081	11	0.59407	0.87307	18.636	11	0.94225	0.75067	25.141	11	0.68068	0.90608	16.528	6	0.42756	0.6895	28.715	17	27.3	26.4	42.9	48.5	6.1	37.7	28.7	34.1	35	18.7	48.5	13829000000	6760800000	7067700000	423130000	201370000	221770000	473180000	273360000	199820000	5059700000	2008200000	3051500000	3034800000	1456300000	1578500000	1817700	421860	1395800	72147000	18917000	53230000	826230000	256300000	569930000	27208000	16747000	10461000	1292100000	698420000	593710000	10735000	5772700	4962400	2607400000	1825000000	782440000
Q5ZJQ4		Q5ZJQ4	4	4	4		RCJMB04_16g8	>tr|Q5ZJQ4|Q5ZJQ4_CHICK SGK3 RCJMB04_16g8 OS=Gallus gallus GN=SGK3 PE=2 SV=1	1	4	4	4	0	1	2	3	0	0	1	0	1	0	1	0	1	2	3	0	0	1	0	1	0	1	0	1	2	3	0	0	1	0	1	0	1	11.6	11.6	11.6	56.26	490	490		1	5	4			1		1		1	8.19E-19	0.89233	0.8312	94.896	11	NA	NA	NA	0	NA	NA	NA	1	1.2329	1.1587	55.034	4	0.37306	0.36075	32.354	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	0	2.4	3.9	10.2	0	0	2.4	0	2.4	0	2.4	1206900000	626770000	580080000	0	0	0	25896000	17857000	8038900	1000500000	525440000	475080000	39374000	27077000	12298000	0	0	0	0	0	0	37604000	6216300	31388000	0	0	0	24998000	6759100	18239000	0	0	0	78461000	43425000	35036000
Q5ZJQ6		Q5ZJQ6	43	43	42		DARS	>tr|Q5ZJQ6|Q5ZJQ6_CHICK DARS RCJMB04_16g4 OS=Gallus gallus GN=DARS PE=2 SV=1	1	43	43	42	28	24	11	16	0	9	18	22	14	3	33	28	24	11	16	0	9	18	22	14	3	33	27	24	11	16	0	9	18	22	14	3	32	75	75	73.6	57.189	503	503	48	50	16	35		14	31	25	23	4	61	0	0.58175	0.69186	49.189	244	0.51578	0.62093	23.485	36	0.31154	0.32278	45.344	41	0.83385	0.79558	36.554	13	0.92822	0.8894	22.654	27	NA	NA	NA	0	1.0004	1.699	28.004	14	0.63119	0.74892	45.732	19	0.65906	0.88439	18.909	25	0.80986	0.6602	34.053	17	0.59497	0.79061	13.256	3	0.34994	0.58245	30.786	49	61.8	56.3	29.8	43.1	0	25.8	44.9	60.6	38	7.2	68.2	31461000000	20117000000	11344000000	6153100000	3955800000	2197300000	6033300000	4209200000	1824100000	828330000	399580000	428750000	2130300000	1086300000	1044000000	0	0	0	111950000	59016000	52934000	3302600000	1723400000	1579200000	86683000	49997000	36686000	1848900000	1002400000	846520000	7446100	4642700	2803300	10958000000	7626200000	3331900000
Q5ZJQ7		Q5ZJQ7	10	10	10	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	>sp|Q5ZJQ7|SSU72_CHICK RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Gallus gallus GN=SSU72 PE=2 SV=1	1	10	10	10	0	1	5	3	0	0	8	5	6	0	7	0	1	5	3	0	0	8	5	6	0	7	0	1	5	3	0	0	8	5	6	0	7	49.5	49.5	49.5	22.574	194	194		1	9	5			9	7	9		10	3.68E-78	0.55389	0.71794	64.378	34	NA	NA	NA	0	NA	NA	NA	0	0.50596	0.46331	5.2808	6	0.79945	0.76038	43.342	3	NA	NA	NA	0	NA	NA	NA	0	2.0992	2.5708	12.119	6	0.69638	0.8424	12.787	5	0.54729	0.42936	24.237	5	NA	NA	NA	0	0.39504	0.64966	15.922	9	0	5.7	28.9	17	0	0	42.3	28.9	34	0	36.1	1749700000	1011500000	738250000	0	0	0	0	0	0	278060000	168350000	109710000	23757000	9487200	14270000	0	0	0	0	0	0	471610000	145660000	325950000	22491000	13222000	9269200	217720000	147420000	70293000	0	0	0	736100000	527340000	208760000
Q5ZJQ8		Q5ZJQ8	1	1	1	Ubiquitin-associated domain-containing protein 2	UBAC2	>sp|Q5ZJQ8|UBAC2_CHICK Ubiquitin-associated domain-containing protein 2 OS=Gallus gallus GN=UBAC2 PE=2 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.7	4.7	4.7	39.224	344	344				1								1.22E-05	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5ZJR3		Q5ZJR3	3	3	3	Oligosaccharyltransferase complex subunit OSTC	OSTC	>sp|Q5ZJR3|OSTC_CHICK Oligosaccharyltransferase complex subunit OSTC OS=Gallus gallus GN=OSTC PE=2 SV=1	1	3	3	3	0	0	0	1	0	1	1	1	1	0	2	0	0	0	1	0	1	1	1	1	0	2	0	0	0	1	0	1	1	1	1	0	2	17.4	17.4	17.4	16.743	149	149				4		2	1	3	1		2	8.05E-19	0.94973	1.1245	32.558	13	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.97481	0.9549	4.8094	4	NA	NA	NA	0	0.6251	1.0995	3.7757	2	NA	NA	NA	1	1.2144	1.5139	21.633	3	NA	NA	NA	1	NA	NA	NA	0	0.92305	1.5265	76.376	2	0	0	0	8.1	0	8.1	8.1	12.1	8.1	0	13.4	1982300000	975620000	1006700000	0	0	0	0	0	0	0	0	0	513870000	254920000	258950000	0	0	0	13902000	8389100	5513100	889190000	457300000	431890000	572060	235630	336430	344890000	110380000	234510000	0	0	0	219900000	144400000	75505000
Q5ZJS0		Q5ZJS0	14	7	7	Casein kinase I isoform gamma-1	CSNK1G1	>sp|Q5ZJS0|KC1G1_CHICK Casein kinase I isoform gamma-1 OS=Gallus gallus GN=CSNK1G1 PE=2 SV=1	1	14	7	7	6	3	11	11	1	0	2	4	5	0	5	3	1	5	6	0	0	0	2	2	0	2	3	1	5	6	0	0	0	2	2	0	2	34.2	21.3	21.3	52.194	456	456	3	1	8	14				2	2		2	2.69E-237	1.1755	1.1896	41.021	27	0.8126	0.93321	20.405	3	NA	NA	NA	1	1.5408	1.4391	25.306	7	1.2214	1.226	32.134	10	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.99812	1.2571	12.069	2	0.73922	0.59223	88.847	2	NA	NA	NA	0	0.50224	0.79865	23.062	2	13.8	8.6	28.7	27	2.2	0	4.2	8.6	10.7	0	11.4	1681200000	787680000	893530000	140370000	69464000	70907000	46579000	28548000	18031000	527060000	218760000	308290000	779450000	346500000	432950000	0	0	0	0	0	0	0	0	0	1209700	626280	583410	106780000	70014000	36768000	0	0	0	79754000	53756000	25997000
Q5ZJS8;Q5I9D4		Q5ZJS8;Q5I9D4	2;2	2;2	2;2		RCJMB04_16a22	>tr|Q5ZJS8|Q5ZJS8_CHICK LGALS8 RCJMB04_16a22_;>tr|Q5I9D4|Q5I9D4_CHICK Galectin-8 variant II OS=Gallus gallus GN=LGALS8 PE=2 SV=1	2	2	2	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	8.8	8.8	8.8	33.689	296	296;315				1		1					1	5.59E-09	0.49676	0.66095	20.162	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	0	4.1	0	4.1	0	0	0	0	4.7	10017000	7052600	2964600	0	0	0	0	0	0	0	0	0	6454100	4634700	1819400	0	0	0	3563100	2417900	1145100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5ZJT0;F1NMV4		Q5ZJT0;F1NMV4	11;11	11;11	11;11	"ATP-dependent RNA helicase SUPV3L1, mitochondrial"	SUPV3L1	">sp|Q5ZJT0|SUV3_CHICK ATP-dependent RNA helicase SUPV3L1, mitochondrial  OS=Gallus gallus GN=SUPV3L1 PE=2 SV=1;>tr|F1NMV4|F1NMV4_CHICK ATP-dependent RNA helicase SUPV3L1, mitochondrial  OS=Gallus gallus GN=SUPV3L1 PE=2 SV=1"	2	11	11	11	0	0	1	6	0	0	1	0	2	0	9	0	0	1	6	0	0	1	0	2	0	9	0	0	1	6	0	0	1	0	2	0	9	19	19	19	88.775	794	794;794			2	9			1		2		12	7.99E-60	0.57422	0.81034	104.17	20	NA	NA	NA	0	NA	NA	NA	0	0.47075	0.44776	22.962	2	0.19295	0.1939	100.24	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	1.821	1.419	4.6539	2	NA	NA	NA	0	0.68992	1.1624	69.702	7	0	0	1.4	10.5	0	0	1.8	0	3.1	0	14.9	949700000	548860000	400830000	0	0	0	0	0	0	28632000	17636000	10996000	301080000	215650000	85430000	0	0	0	0	0	0	94912000	47512000	47400000	0	0	0	62701000	22297000	40403000	0	0	0	462380000	245770000	216610000
Q5ZJT7		Q5ZJT7	10	10	10		TCEB1	>tr|Q5ZJT7|Q5ZJT7_CHICK TCEB1 RCJMB04_15n2 OS=Gallus gallus GN=TCEB1 PE=4 SV=1	1	10	10	10	2	4	7	6	3	4	6	4	5	2	6	2	4	7	6	3	4	6	4	5	2	6	2	4	7	6	3	4	6	4	5	2	6	73.2	73.2	73.2	12.473	112	112	3	4	33	15	5	7	16	7	9	2	18	0	0.92206	0.90882	36.158	88	1.2211	1.4556	47.515	2	0.51763	0.53215	11.814	2	0.91153	0.84587	14.002	21	1.0376	1.022	10.794	11	0.84684	1.4937	17.881	5	1.0205	1.7697	17.089	7	1.1498	1.3542	14.652	11	0.79428	1.2577	19.556	7	0.92548	0.67975	24.238	6	0.45862	0.58587	17.713	2	0.43522	0.71488	12.46	14	20.5	47.3	62.5	66.1	26.8	39.3	66.1	46.4	54.5	19.6	66.1	8463800000	4664400000	3799400000	150490000	52848000	97645000	142010000	87718000	54294000	2340300000	1206300000	1134000000	765240000	357780000	407460000	51445000	19572000	31873000	81353000	38857000	42497000	1422700000	667660000	755020000	25766000	13766000	12000000	997900000	499640000	498260000	2514500	1647100	867430	2484100000	1718600000	765520000
Q5ZJU1		Q5ZJU1	14	14	12		E2F4	>tr|Q5ZJU1|Q5ZJU1_CHICK E2F transcription factor 4 OS=Gallus gallus GN=E2F4 PE=2 SV=1	1	14	14	12	0	0	8	4	0	0	2	5	2	0	0	0	0	8	4	0	0	2	5	2	0	0	0	0	7	3	0	0	2	5	2	0	0	39.1	39.1	39.1	44.389	414	414			9	6			3	7	2			5.02E-124	0.52907	0.56022	40.906	18	NA	NA	NA	0	NA	NA	NA	0	0.55578	0.51652	28.439	8	0.59795	0.59718	45.062	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.43905	0.56022	12.823	6	1.5662	1.2243	99.998	2	NA	NA	NA	0	NA	NA	NA	0	0	0	25.1	14.3	0	0	6.5	20.5	8.9	0	0	579390000	337990000	241400000	0	0	0	0	0	0	496790000	293930000	202860000	8049300	5305400	2743800	0	0	0	0	0	0	0	0	0	12054000	8587400	3466500	62499000	30172000	32327000	0	0	0	0	0	0
Q5ZJU4		Q5ZJU4	2	2	2	Ubiquitin-related modifier 1 homolog	URM1	>sp|Q5ZJU4|URM1_CHICK Ubiquitin-related modifier 1 homolog OS=Gallus gallus GN=URM1 PE=3 SV=1	1	2	2	2	0	0	1	0	0	0	1	0	2	0	1	0	0	1	0	0	0	1	0	2	0	1	0	0	1	0	0	0	1	0	2	0	1	30.7	30.7	30.7	11.427	101	101			1				1		3		1	8.57E-11	0.67739	0.62944	89.247	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0	0	14.9	0	0	0	14.9	0	30.7	0	14.9	179630000	86850000	92784000	0	0	0	0	0	0	15439000	10212000	5226900	0	0	0	0	0	0	0	0	0	85072000	25077000	59995000	0	0	0	79123000	51561000	27562000	0	0	0	0	0	0
Q5ZJU5;F1NYB3		Q5ZJU5;F1NYB3	77;75	77;75	77;75	Nucleolar and spindle-associated protein 1	NUSAP1	>sp|Q5ZJU5|NUSAP_CHICK Nucleolar and spindle-associated protein 1 OS=Gallus gallus GN=NUSAP1 PE=2 SV=1;>tr|F1NYB3|F1NYB3_CHICK Nucleolar and spindle-associated protein 1 OS=Gallus gallus GN=NUSAP1 PE=4 SV=1	2	77	77	77	36	42	58	44	22	21	26	41	27	36	40	36	42	58	44	22	21	26	41	27	36	40	36	42	58	44	22	21	26	41	27	36	40	83	83	83	52.267	466	466;466	78	132	228	187	133	57	77	70	65	215	97	0	1.1502	1.2207	31.73	1107	0.96009	1.1648	18.612	66	1.4394	1.5198	14.958	110	1.6009	1.4652	18.483	206	1.2521	1.2456	21.81	160	0.62624	1.1211	10.351	127	0.51491	0.90218	42.222	55	0.8285	0.98896	13.253	59	1.3849	1.9352	33.436	65	2.1176	1.5893	36.32	55	0.73457	0.95389	14.955	119	0.50672	0.8427	42.492	85	66.1	65.9	76	68	47.2	39.5	50.9	66.1	50	62	64.2	4.06E+11	1.89E+11	2.18E+11	43029000000	21250000000	21779000000	59607000000	24343000000	35265000000	1.23E+11	46643000000	75929000000	51059000000	22783000000	28276000000	759130000	468680000	290450000	2560400000	1615300000	945090000	36024000000	19565000000	16459000000	1066000000	432440000	633570000	23221000000	7593000000	15628000000	5067700000	2890200000	2177400000	61334000000	41015000000	20318000000
Q5ZJU8;F1NZ26		Q5ZJU8;F1NZ26	4;4	4;4	4;4	Tumor necrosis factor alpha-induced protein 8-like protein 1	TNFAIP8L1	>sp|Q5ZJU8|TP8L1_CHICK Tumor necrosis factor alpha-induced protein 8-like protein 1 OS=Gallus gallus GN=TNFAIP8L1 PE=2 SV=1;>tr|F1NZ26|F1NZ26_CHICK Tumor necrosis factor alpha-induced protein 8-like protein 1 OS=Gallus gallus GN=TNFAIP8L1 PE=4 SV=1	2	4	4	4	0	0	2	3	0	1	1	2	1	0	0	0	0	2	3	0	1	1	2	1	0	0	0	0	2	3	0	1	1	2	1	0	0	27.4	27.4	27.4	21.535	186	186;186			3	4		1	4	2	1			5.54E-218	0.63642	0.64968	71.045	14	NA	NA	NA	0	NA	NA	NA	0	0.66169	0.62142	12.14	3	0.33236	0.32903	17.769	4	NA	NA	NA	0	NA	NA	NA	1	1.2043	1.5663	39.265	3	0.73754	0.96325	30.333	2	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0	0	18.3	25.8	0	7.5	7.5	19.9	7.5	0	0	424340000	264860000	159470000	0	0	0	0	0	0	118760000	75418000	43341000	158840000	121970000	36877000	0	0	0	2965800	955420	2010400	88249000	37565000	50684000	1051900	594880	457050	54466000	28363000	26103000	0	0	0	0	0	0
